id_grupo_pesquisa,codigo,base_pesquisa,home_page,id_coordenador,coordenador,area_conhecimento_cnpq,situacao
117638784,GEN507-19,"Ação, mediação e transformação - Metodologias ativas da Educação Básica ao Ensino Superior",Sem home page,5755991,FLAVIO BOLEIZ JUNIOR,Educação,EM CONSOLIDACÃO
104369502,GEC385-15,ACEFALO (Agenciamento Coletivo de Estudos em Filosofia da Arte e da Literatura),Sem home page,5752753,EDUARDO ANIBAL PELLEJERO,Filosofia,EM CONSOLIDACÃO
2624457,GED239-10,Ações promocionais e de atenção a grupos humanos em Saúde Mental e Saúde Coletiva,Sem home page,21986,FRANCISCO ARNOLDO NUNES DE MIRANDA,Enfermagem,CONSOLIDADO
109,GCG111-04,AGROECOLOGIA E DESENVOLVIMENTO SUSTENTÁVEL NO SEMIÁRIDO (CAATINGUEIROS),Sem home page,5753095,REBECCA LUNA LUCENA,Zootecnia,CONSOLIDADO
107,GCD109-01,"ALIMENTOS, NUTRIÇÃO E SAÚDE",Sem home page,26173,KARINE CAVALCANTI MAURICIO DE SENA EVANGELISTA,Nutrição,CONSOLIDADO
90843219,GEA282-12,"Alterações morfológicas, modulação farmacêutica e nanomedicina",Sem home page,2260569,RAIMUNDO FERNANDES DE ARAUJO JUNIOR,Morfologia,CONSOLIDADO
117164669,GEE404-16,"Ambiente, Turismo e Sustentabilidade",Sem home page,5751848,KETTRIN FARIAS BEM MARACAJA,Turismo,EM CONSOLIDACÃO
116503006,GEB505-19,Análise Funcional,Sem home page,26132,MARCELO GOMES PEREIRA,Matemática,EM CONSOLIDACÃO
132147585,GEB531-19,ANÁLISE MATEMÁTICA: SOB A PERSPECTIVA DA EDUCAÇÃO MATEMÁTICA,Sem home page,5755416,JAQUES SILVEIRA LOPES,Métodos e Técnicas de Ensino,EM CONSOLIDACÃO
56,GCC055-05,Análise textual dos discursos em Educação,Sem home page,15562,JOAO GOMES DA SILVA NETO,"Linguística, Letras e Artes",CONSOLIDADO
50801233,GEI251-10,Aquicultura Sustentável Nordeste - AquiS - NE,Sem home page,5752882,DÁRLIO INÁCIO ALVES TEIXEIRA,Ciências Agrárias,CONSOLIDADO
127869335,GEN520-19,Arte e Infância,Sem home page,23115,GILVANIA MAURICIO DIAS DE PONTES,Métodos e Técnicas de Ensino,EM CONSOLIDACÃO
74,GCB074-90,ASTROFÍSICA E COSMOLOGIA,Sem home page,64310,JOSE DIAS DO NASCIMENTO JUNIOR,Astronomia,CONSOLIDADO
84685637,GED258-11,"Atenção à Saúde Infanto Juvenil, Mulher e Homem",Sem home page,3029409,NILBA LIMA DE SOUZA,Enfermagem,CONSOLIDADO
105,GCD107-01,ATENÇÃO INTEGRAL À SAÚDE DA CRIANÇA E DO ADOLESCENTE,Sem home page,23117,HELCIO DE SOUSA MARANHAO,Medicina,CONSOLIDADO
89008594,GED277-11,Atividade Física e Exercício em Populações Especiais,Sem home page,5753703,JONATAS DE FRANCA BARROS,Ciências da Saúde,EM CONSOLIDACÃO
911028,GED177-06,Atividade Física e Saúde,Sem home page,5752155,PAULO MOREIRA SILVA DANTAS,Educação Física,CONSOLIDADO
126577378,GED495-18,Audição e linguagem na infância,Sem home page,5758542,ANA MANHANI CACERES ASSENCO,Fonoaudiologia,EM CONSOLIDACÃO
31,GCG030-00,AUTOMAÇÃO INDUSTRIAL E CONTROLE DE PROCESSOS,Sem home page,18679,ALDAYR DANTAS DE ARAUJO,Engenharia Elétrica,CONSOLIDADO
4831999,GED248-10,Avaliação e Intervenção Fisioterapêutica nos Sistemas Respiratórios e Cardiovascular,Sem home page,2261772,GUILHERME AUGUSTO DE FREITAS FREGONEZI,Fisioterapia e Terapia Ocupacional,EM CONSOLIDACÃO
107233149,GED453-17,Avaliação e Reabilitação nas Doenças Crônicas não Transmissíveis (DCNT),Sem home page,5756626,VANESSA REGIANE RESQUETI FREGONEZI,Fisioterapia e Terapia Ocupacional,EM CONSOLIDACÃO
38,GCE037-00,BASE DE ESTUDOS E PESQUISAS EM ESTRATÉGIAS E POLÍTICAS DE GESTÃO,Sem home page,20238,MIGUEL EDUARDO MORENO ANEZ,Ciências Sociais Aplicadas,CONSOLIDADO
9,GCA008-90,BASE DE PESQUISA: ECOLOGIA E AQÜICULTURA DOS SERES AQUÁTICOS - RN,Sem home page,17897,SATHYABAMA CHELLAPPA,Ciências Biológicas,CONSOLIDADO
69,GCD069-00,BASE DE PESQUISA EM CIRURGIA EXPERIMENTAL,Sem home page,17274,ALDO DA CUNHA MEDEIROS,Ciências da Saúde,CONSOLIDADO
912310,GCC163-06,Base de Pesquisa em Estudos Urbanos e Regionais,Sem home page,19055,RITA DE CASSIA DA CONCEICAO GOMES,Ciências Humanas,CONSOLIDADO
85,GCB085-87,BASE DE PESQUISA EM GEODINÂMICA,www,21727,ZORANO SERGIO DE SOUZA,Ciências Exatas e da Terra,CONSOLIDADO
86,GCB086-87,BASE DE PESQUISA EM GEOFÍSICA,Sem home page,16903,JOSE WILSON DE PAIVA MACEDO,Ciências Exatas e da Terra,CONSOLIDADO
911651,GCB153-04,Base de Pesquisa em Métodos Estatísticos,http://www.estatistica.ccet.ufrn.br/,5752668,ANTONIO HERMES MARQUES DA SILVA JUNIOR,Probabilidade e Estatística,CONSOLIDADO
24,GCG023-94,BASE DE PESQUISA EM TECNOLOGIA DE ALIMENTOS,Sem home page,24047,ROBERTA TARGINO HOSKIN,Ciência e Tecnologia de Alimentos,CONSOLIDADO
46,GCE045-98,Base de Pesquisa Estudos Histórico-Educacionais,Sem home page,18387,MARTA MARIA DE ARAUJO,Educação,CONSOLIDADO
130,GCC131-02,BASE DE PESQUISA FORMAÇÃO DA LITERATURA BRASILEIRA,Sem home page,23684,MARCOS FALCHERO FALLEIROS,"Linguística, Letras e Artes",CONSOLIDADO
14,GCF013-00,"BASE DE PESQUISA SEMI-ÁRIDO: NATUREZA, HISTÓRIA E SOCIEDADE",Sem home page,23080,DOUGLAS ARAUJO,Ciências Humanas,CONSOLIDADO
45,GCE044-00,BASE DE PESQUISA SOBRE EDUCAÇÃO DE PESSOAS COM NECESSIDADES ESPECIAIS,Sem home page,22790,LUCIA DE ARAUJO RAMOS MARTINS,Ciências Humanas,CONSOLIDADO
911029,GEE178-05,Base Interdisciplinar de Pesquisa em Turismo e Sociedade,Sem home page,22774,MARIA APARECIDA PONTES DA FONSECA,Ciências Sociais Aplicadas,CONSOLIDADO
71,GCD071-00,BIOANÁLISES,Sem home page,21848,VALERIA SORAYA DE FARIAS SALES,Farmácia,CONSOLIDADO
129130931,GED464-18,Biodiversidade para Alimentação e Nutrição,Sem home page,5758828,MICHELLE CRISTINE MEDEIROS JACOB,Saúde Pública,EM CONSOLIDACÃO
127559607,GEA519-19,Bioelegans,Sem home page,5756884,RIVA DE PAULA OLIVEIRA,Mutagenese,EM CONSOLIDACÃO
17801150,GEA224-09,BIOLOGIA CRANIOFACIAL,Sem home page,26065,CARLOS AUGUSTO GALVAO BARBOZA,Odontologia,CONSOLIDADO
50801294,GEA252-10,Biologia de doenças infecciosas e autoimunes,Sem home page,5752999,PAULO MARCOS DA MATTA GUEDES,Parasitologia,EM CONSOLIDACÃO
12,GCA011-04,BIOLOGIA DO CANCER E DE DOENÇAS INFECCIOSAS,Sem home page,24343,ROSELY DE VASCONCELLOS MEISSNER,Ciências Biológicas,CONSOLIDADO
8,GCA007-95,Biologia e Imunologia de Doenças Infecciosas e Tropicais,Sem home page,21744,SELMA MARIA BEZERRA JERONIMO,Ciências Biológicas,CONSOLIDADO
135476589,GEE554-19,"Biologia molecular aplicada ao estudo, identificação e controle de patógenos.",Sem home page,5754348,DANIEL CARLOS FERREIRA LANZA,Biologia Molecular,CONSOLIDADO
10,GCA009-95,Biologia molecular e genômica,Sem home page,23019,LUCYMARA FASSARELLA AGNEZ LIMA,Genética,CONSOLIDADO
135692205,GEE552-19,Biologia molecular e genômica,Sem home page,23019,LUCYMARA FASSARELLA AGNEZ LIMA,Genética Molecular e de Microorganismos,CONSOLIDADO
6,GCA005-93,BIOQUÍMICA DA NUTRIÇÃO,Sem home page,26020,JACIRA MARIA ANDRADE DE SOUSA,Ciências Biológicas,CONSOLIDADO
88197461,GEC272-11,Bioquímica dos Alimentos e da Nutrição,Sem home page,5752993,KARLA DANIELLY DA SILVA RIBEIRO RODRIGUES,Bioquímica,CONSOLIDADO
135,GCB135-02,CADEIAS DE MARKOV,Sem home page,23039,ANDRE GUSTAVO CAMPOS PEREIRA,Probabilidade e Estatística,CONSOLIDADO
66,GCD066-94,"CALEIDOSCÓPIO: Laboratório de Pesquisa em Educação, Trabalho, Saúde e Enfermagem",Sem home page,23814,SORAYA MARIA DE MEDEIROS,Enfermagem,CONSOLIDADO
124438853,GEG440-17,CANTEIRO - Tecnologia e Gestão da Construção,Sem home page,5758421,REYMARD SAVIO SAMPAIO DE MELO,Engenharia Civil,EM CONSOLIDACÃO
129145403,GEA481-18,Caracterização e análise de padrões da dinâmica temporal de sinais fisiológicos.,Sem home page,5753020,GUSTAVO ZAMPIER DOS SANTOS LIMA,Biofísica de Processos e Sistemas,EM CONSOLIDACÃO
13237740,GEC198-08,"CARTOGRAFIAS CONTEMPORÂNEAS: HISTÓRIA, ESPAÇOS, PRODUÇÃO DE SUBJETIVIDADES E PRÁTICAS INSTITUCIONAIS",Sem home page,15556,DURVAL MUNIZ DE ALBUQUERQUE JUNIOR,Ciências Humanas,CONSOLIDADO
119712624,GEE426-17,Ciberpublicidade e sociabilidades digitais,Sem home page,5758385,FERNANDA ARIANE SILVA CARRERA,Comunicação,EM CONSOLIDACÃO
911656,GCB157-04,Ciências do Mar e Ambientais,Sem home page,26059,HELENICE VITAL,Ciências Exatas e da Terra,CONSOLIDADO
108,GCD110-01,CIÊNCIAS EM CLÍNICAS ODONTOLÓGICAS,Sem home page,21998,SUHEM LAUAR,Ciências da Saúde,CONSOLIDADO
134144638,GEV538-19,Ciências  Morfofuncionais,Sem home page,5760136,EUDES EULER DE SOUZA LUCENA,Morfologia,EM CONSOLIDACÃO
911027,GEA176-06,Ciências Morfológicas,Sem home page,5752476,SERGIO ADRIANE BEZERRA DE MOURA,Morfologia,CONSOLIDADO
97764876,GEC307-13,Círculo de Estudos em Cultura Visual,Sem home page,5752204,ADRIANO CHARLES DA SILVA CRUZ,Comunicação,CONSOLIDADO
11677560,GEB209-09,"Clima, Ambiente, Saúde e Educação",Sem home page,3588459,PAULO SERGIO LUCIO,Probabilidade e Estatística,CONSOLIDADO
132080808,GEC493-18,"COGNIÇÃO, APRENDIZAGEM E INCLUSÃO (GPCAI)",Sem home page,5760304,KATIA REGINA LOPES COSTA FREIRE,Psicologia Cognitiva,EM CONSOLIDACÃO
14227390,GEC217-09,Cognição e Práticas Discursivas,Sem home page,5752248,PAULO HENRIQUE DUQUE,Linguística,CONSOLIDADO
127151828,GEG469-18,Collaborative & Automated Software Engineering (CASE) Research Group,Sem home page,5751871,UIRA KULESZA,Engenharia de Software,EM CONSOLIDACÃO
131,GCC132-02,"COMUNICAÇÃO, CULTURA  E MÍDIA",Sem home page,24851,ADRIANO LOPES GOMES,Sociologia,CONSOLIDADO
50801320,GEF253-10,"Comunicação, Processamento e Análise da Informação",Sem home page,5753665,JOAO PAULO DE SOUZA MEDEIROS,Ciências Exatas e da Terra,CONSOLIDADO
911659,GCG161-05,CONFORTO AMBIENTAL E EFICIÊNCIA ENERGÉTICA,http://www.labcon.ct.ufrn.br,18740,VIRGINIA MARIA DANTAS DE ARAUJO,Engenharias,CONSOLIDADO
89,GCB089-98,ConSiste: Concepção de Sistemas de Computação,Sem home page,23809,THAIS VASCONCELOS BATISTA,Ciência da Computação,CONSOLIDADO
100649153,GEE341-10,CONSTITUIÇÃO FEDERAL BRASILEIRA E SUA CONCRETIZAÇÃO PELA JUSTIÇA CONSTITUCIONAL,Sem home page,5752302,LEONARDO MARTINS,Direito,CONSOLIDADO
94653015,GEE299-12,Contabilidade e Avaliação Econômica e Financeira de Políticas Públicas,Sem home page,26304,ALEXANDRO BARBOSA,Administração,CONSOLIDADO
121452103,GEN415-16,CONTAR - GRUPO DE PESQUISA EM ENSINO DE MATEMÁTICA E LÍNGUA PORTUGUESA,Sem home page,2298994,CLAUDIANNY AMORIM NORONHA,Educação,EM CONSOLIDACÃO
147,GCB145-03,CONTROLADORIA E GESTÃO DE TI,Sem home page,23004,VICTOR BRANCO DE HOLANDA,Ciências Exatas e da Terra,CONSOLIDADO
18,GCG017-00,CONTROLE E ACIONAMENTO DE SISTEMAS,Sem home page,22939,ANDRES ORTIZ SALAZAR,Engenharia Elétrica,CONSOLIDADO
134963796,GEC540-19,CORPOLÍTICA: Grupo de Estudos Interdisciplinares de Práticas Discursivas e Políticas dos Corpos,Sem home page,5757562,JOSENILDO SOARES BEZERRA,Linguística Aplicada,EM CONSOLIDACÃO
114726227,GEF406-16,Corpo: práticas e discursos,Sem home page,5756804,JUCIENE BATISTA FELIX ANDRADE,História,EM CONSOLIDACÃO
44,GCE043-00,"CORPOREIDADE, TRANSDISCIPLINARIDADE E SAÚDE - ECOTRANS",Sem home page,5754400,ANA TANIA LOPES SAMPAIO,Saúde Coletiva,CONSOLIDADO
128833331,GEB522-19,Cosmologia Física,Sem home page,5752277,RAIMUNDO SILVA JUNIOR,Relatividade e Gravitação,EM CONSOLIDACÃO
104910112,GEG351-14,CRIAÇÃO - Inovação de Produtos e Processos em Energias Renováveis,Sem home page,5752845,MARIO ORESTES AGUIRRE GONZALEZ,Engenharia de Produção,CONSOLIDADO
101,GCE101-00,"Crianças, Infâncias, Cultura e Educação",Sem home page,26503,DENISE MARIA DE CARVALHO LOPES,Educação,CONSOLIDADO
84846867,GEC260-11,Crítica integrativa: estudos de literatura e sociedade,Sem home page,5752181,ANDREY PEREIRA DE OLIVEIRA,"Linguística, Letras e Artes",EM CONSOLIDACÃO
106204147,GED408-16,CUIDADOS COM A SAÚDE FEMININA E MATERNO-INFANTIL NA MATERNIDADE JANUÁRIO CICCO.,Sem home page,5752472,JANAINA CRISTIANA DE OLIVEIRA CRISPIM FREITAS,Medicina,EM CONSOLIDACÃO
110605497,GED402-16,"Cuidados em saúde, Tecnologia e Educação em Saúde",Sem home page,5757510,MARIA ALZETE DE LIMA,Enfermagem,EM CONSOLIDACÃO
8977300,GCF121-01,CULTURA E EDUCAÇÃO NO SERIDÓ NORTE-RIO-GRANDENSE,Sem home page,26479,EVA CRISTINI ARRUDA CAMARA BARROS,Ciências Sociais Aplicadas,CONSOLIDADO
54,GCC053-93,"CULTURA, IDENTIDADE E REPRESENTAÇÕES SIMBÓLICAS - CIRS",Sem home page,23828,JULIE ANTOINETTE CAVIGNAC,Sociologia,CONSOLIDADO
53,GCC052-00,"CULTURA, POLÍTICA E EDUCAÇÃO",Sem home page,5755227,JOSE ANTONIO SPINELI LINDOZO,Sociologia,CONSOLIDADO
37,GCE036-98,"CURRICULO, SABERES E PRÁTICAS EDUCATIVAS",Sem home page,22716,MARCIA MARIA GURGEL RIBEIRO,Educação,CONSOLIDADO
50801188,GEJ250-10,Democracia e Gênero em Ciência e Tecnologia,Sem home page,5753009,CARLA GIOVANA CABRAL,Educação,CONSOLIDADO
70,GCD070-00,DESENVOLVIMENTO DE MEDICAMENTOS,Sem home page,23487,ERYVALDO SOCRATES TABOSA DO EGITO,Farmácia,CONSOLIDADO
5410860,GED195-07,DESENVOLVIMENTO HUMANO E FISIOTERAPIA,Sem home page,26043,ELIZABEL DE SOUZA RAMALHO VIANA,Ciências da Saúde,CONSOLIDADO
133656809,GEJ535-19,"Design de Comunicação de Ciência, Tecnologia e Inovação",Sem home page,5753039,ZULMARA VIRGINIA DE CARVALHO,Divulgação Científica,EM CONSOLIDACÃO
911653,GCE154-04,"DIALOGICIDADE, EDUCAÇÃO DE JOVENS E ADULTOS E PRÁTICAS CULTURAIS",Sem home page,22948,ALESSANDRO AUGUSTO DE AZEVEDO,Educação,CONSOLIDADO
128531099,GEB480-18,Dinâmica quântica de sistemas de muitos corpos,Sem home page,5757182,TOMMASO MACRI,Física,EM CONSOLIDACÃO
132503031,GEF492-18,Dinâmica Socioespacial no Semiárido do Nordeste Brasileiro,Sem home page,5753660,DIEGO SALOMAO CANDIDO DE OLIVEIRA SALVADOR,Geografia,EM CONSOLIDACÃO
97782082,GEE331-13,DIREITO ADMINISTRATIVO BRASILEIRO,Sem home page,37428,VLADIMIR DA ROCHA FRANCA,Direito,CONSOLIDADO
130379803,GEE524-19,Direito Digital,Sem home page,5757704,MICHELE NOBREGA ELALI,Direito Civil,EM CONSOLIDACÃO
90678647,GEE329-13,Direito e Desenvolvimento,Sem home page,5753036,PATRICIA BORBA VILAR GUIMARAES,Direito,CONSOLIDADO
911215,GEE184-06,DIREITO E REGULAÇÃO DOS RECURSOS NATURAIS E DA ENERGIA,Sem home page,24348,YANKO MARCIUS DE ALENCAR XAVIER,Direito,CONSOLIDADO
51,GCE050-97,"DIREITO, ESTADO E SOCIEDADE",Sem home page,5758751,FABRICIO GERMANO ALVES,Direito,CONSOLIDADO
14527081,GEE221-09,DIREITO INTERNACIONAL E SOBERANIA DO ESTADO BRASILEIRO: PERSPECTIVAS REGIONAL E UNIVERSAL,Sem home page,4274563,JAHYR PHILIPPE BICHARA,Direito,CONSOLIDADO
135410950,GEE551-19,Direitos Fundamentais e a Linguagem no Direito Criminal,Sem home page,22756,WALTER NUNES DA SILVA JUNIOR,Direito Processual Penal,CONSOLIDADO
123332545,GEF436-17,Direitos Fundamentais e Desenvolvimento Social,Sem home page,5753677,OSWALDO PEREIRA DE LIMA JUNIOR,Direito,EM CONSOLIDACÃO
101244379,GEE363-14,DIREITOS SOCIAIS E CONTEMPORANEIDADE,Sem home page,5752377,ZEU PALMEIRA SOBRINHO,Direito,CONSOLIDADO
57,GCC057-93,DISCURSO E GRAMÁTICA,Sem home page,18721,MARIA ANGELICA FURTADO DA CUNHA,Linguística,CONSOLIDADO
19019760,GCD228-05,"Doenças Crônicas, Endócrinas e Neurológicas",Sem home page,23832,JOSE BRANDAO NETO,Medicina,CONSOLIDADO
110341355,GED448-17,Doenças do Sistema Linfo-Hematopoético,Sem home page,26522,GERALDO BARROSO CAVALCANTI JUNIOR,Medicina,EM CONSOLIDACÃO
97281018,GEC313-13,"ECOAR - Design, Inovação e Sustentabilidade",Sem home page,5753109,OLAVO FONTES MAGALHAES BESSA,Desenho Industrial,CONSOLIDADO
99767938,GEA356-14,Ecologia da Restauração,Sem home page,5752249,GISLENE MARIA DA SILVA GANADE,Ecologia,EM CONSOLIDACÃO
105112979,GEF501-19,Ecologia de Ambientes Hipersalinos,Sem home page,16940,RENATO DE MEDEIROS ROCHA,Ecologia Aplicada,EM CONSOLIDACÃO
97593331,GEA343-13,Ecologia de Paisagens Acústicas,Sem home page,5754261,RENATA SANTORO DE SOUSA LIMA MOBLEY,Ecologia,CONSOLIDADO
101146719,GEA353-14,Ecologia de Populações e Comunidades Vegetais Neotropicais,Sem home page,5753864,ALEXANDRE FADIGAS DE SOUZA,Ecologia,CONSOLIDADO
911024,GEA173-06,Ecologia e Microbiologia de Ecossistemas aquáticos,www.cb.ufrn.br,24795,RENATA DE FÁTIMA PANOSSO,Ciências Biológicas,CONSOLIDADO
103403813,GEA355-14,Ecologia Sensorial,Sem home page,2304092,DANIEL MARQUES DE ALMEIDA PESSOA,Zoologia,EM CONSOLIDACÃO
123398964,GEE441-17,"Ecomsul: Epistemologias e Práticas Emergentes e Transformadoras em Comunicação, Mídias e Cultura",Sem home page,60773,ITAMAR DE MORAIS NOBRE,Comunicação,EM CONSOLIDACÃO
113,GCE115-00,"ECOPEDAGOGIA E ARTETERAPIA: EDUCAÇÃO, SAÚDE E QUALIDADE DE VIDA",Sem home page,21929,NISIA FLORESTA BRASILEIRA AUGUSTA DE PAULA E SOUSA,Ciências Sociais Aplicadas,CONSOLIDADO
92,GCE092-00,ECOS - Escola Contemporânea e Olhar Sociológico,Sem home page,22129,ADIR LUIZ FERREIRA,Educação,CONSOLIDADO
98751757,GEA348-13,Educação em biologia,Sem home page,26028,MAGNOLIA FERNANDES FLORENCIO DE ARAUJO,Biologia Geral,CONSOLIDADO
95384884,GEG304-13,Eletrônica de Potência e Energias Renováveis,Sem home page,23658,RICARDO LUCIO DE ARAUJO RIBEIRO,Engenharia Elétrica,CONSOLIDADO
83,GCB083-98,ELETROQUÍMICA E CORROSÃO,Sem home page,22911,MARIA GORETTE CAVALCANTE,Ciências Exatas e da Terra,CONSOLIDADO
91029309,GEG289-11,Energia e Ambiente,Sem home page,23943,GEORGE SANTOS MARINHO,Engenharia Mecânica,CONSOLIDADO
132022391,GEG472-18,Energias Renováveis aplicadas à Indústria do Petróleo,Sem home page,5753042,MARCOS ALLYSON FELIPE RODRIGUES,Sistemas Híbridos e Sistemas Não-convencionais de Armazenagem de Energia,EM CONSOLIDACÃO
106,GCD108-01,ENFERMAGEM CLÍNICA,Sem home page,26357,GLAUCEA MACIEL DE FARIAS,Ciências da Saúde,CONSOLIDADO
28,GCG027-00,ENGENHARIA DA MOBILIDADE,Sem home page,20680,CLEITON RUBENS FORMIGA BARBOSA,Engenharias,CONSOLIDADO
911652,GCG152-04,Engenharia de Bioprocessos,http://www.eq.ufrn.br,24802,EVERALDO SILVINO DOS SANTOS,Engenharias,CONSOLIDADO
34,GCG033-00,ENGENHARIA DE CUSTOS E PROCESSOS,Sem home page,22721,PAGANDAI VAITHIANATHAN PANNIR SELVAM,Engenharias,CONSOLIDADO
116759596,GEG400-16,"Engenharia de Operações, Otimização e Inovação Organizacional",Sem home page,5757889,HERBERT RICARDO GARCIA VIANA,Engenharia de Produção,EM CONSOLIDACÃO
123353648,GEG442-17,Engenharia Econômica e Gestão Estratégica de Custos - EEGEC,Sem home page,24702,JESUS LEODALY SALAZAR ARAMAYO,Engenharia de Produção,EM CONSOLIDACÃO
9532261,GEC206-08,ENSINO DE CIÊNCIAS E CULTURA,Sem home page,25429,ANDRE FERRER PINTO MARTINS,Ciências Sociais Aplicadas,CONSOLIDADO
133,GCB134-02,ENSINO DE FÍSICA E DE ASTRONOMIA,Sem home page,16943,CICLAMIO LEITE BARRETO,Ciências Exatas e da Terra,CONSOLIDADO
117005949,GEC420-16,Ensino de literatura estrangeira: perspectivas diversas,Sem home page,5757890,ORISON MARDEN BANDEIRA DE MELO JUNIOR,Letras,EM CONSOLIDACÃO
40,GCE039-90,ENSINO E LINGUAGEM,Sem home page,21928,MARLY AMARILHA,Educação,CONSOLIDADO
50936420,GEA255-10,Entomologia Médica e Veterinária,Sem home page,21600,MARIA DE FATIMA FREIRE DE MELO XIMENES,Biologia Geral,EM CONSOLIDACÃO
